nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0008411	Esther Abed-Alnour	\N	\N	actress	tt0110693
nm0008412	Youssef Abed-Alnour	\N	\N	actor	tt0096586,tt0110693,tt0107752
nm0008413	Youssef Abedalnour	\N	\N	casting_department	tt0102511
nm0008414	Barbara Abedi	\N	\N	actress	tt0113957
nm0008415	Massoud Abedi	\N	\N	miscellaneous,assistant_director,producer	tt0244479,tt0243451,tt0170107,tt0157262
nm0008416	Hossein Abedini	\N	\N	actor	tt0117315,tt0233841,tt1436569,tt4938858
nm0008417	Kian Abedini	\N	\N	actor	tt1708394,tt0216250
nm0008418	Lauren Parissa Abedini	1989	\N	actress	tt0216250
nm0008419	Anuschka Abee	\N	\N	make_up_department	tt0098477,tt0096372,tt0249982,tt0111183
nm0008420	James Brih Abee	\N	\N	director,assistant_director,producer	tt1640199,tt0775364,tt0266563
nm0008421	Steve Abee	\N	\N	actor	tt0236471,tt6297830
nm0008422	Nick Abeel	1987	\N	actor,director	tt3907462,tt4374600,tt10314344,tt2165651
nm0008423	Tom Abeel	1947	\N	actor	tt0235953
nm0008424	Yves Abeel	\N	\N	camera_department	tt1256553,tt0169462,tt0499643,tt0313144
nm0008425	Henri Abehsera	\N	\N	actor	tt0257060
nm0008426	Ezequiel Abeijón	\N	\N	actor	tt0231015,tt0378867,tt0410316,tt0211347
nm0008427	Luis Abeijón	\N	\N	actor	tt0113941
nm0008428	Claude Abeille	\N	\N	producer,miscellaneous	tt0094011,tt0140888,tt0094777,tt0096968
nm0008429	Myriam Abeillon	\N	\N	actress,production_manager	tt1679579,tt0232293
nm0008430	Jean Abeillé	1938	\N	actor,director,writer	tt0091457,tt4731226,tt0092773,tt0088462
nm0008431	Alanah Abeis	\N	\N	sound_department	tt0116052
nm0008432	Abel Salcedo	\N	\N	actor	tt0265521
nm0008433	Alan Abel	1924	2018	actor,director,writer	tt0125263,tt0437780,tt0251300,tt0159434
nm0008434	Anne Abel	1976	\N	actress	tt0410446,tt0757201,tt0216522,tt0286482
nm0008435	Annemarie Abel	\N	\N	producer	tt1520869,tt0148403
nm0008436	Carlos Abel	\N	\N	actor	tt0161161,tt0093059,tt0233062
nm0008437	Cassi Abel	\N	\N	actress	tt0102492
nm0008438	Charles Abel	\N	\N	cinematographer,camera_department	tt0193731,tt0194389,tt0215228,tt0270670
nm0008439	Christa Abel	\N	\N	actress	tt0079469,tt0181630,tt6369706,tt8359524
nm0008440	Claudia Abel	\N	\N	actress	tt0097081
nm0008441	David Abel	1883	1973	cinematographer	tt0034862,tt0028333,tt0017677,tt0027125
nm0008442	Dominique Abel	1957	\N	actor,director,writer	tt2936884,tt1922645,tt1160022,tt0266031
nm0008443	Dominique Abel	\N	\N	actress,director,writer	tt0357033,tt0217237,tt8976900,tt8962546
nm0008444	Bodo Abel	\N	\N	actor	tt0098657,tt0102190
nm0008445	Ervin Abel	1929	1984	actor	tt0314947,tt0064542,tt0218653,tt0348332
nm0008446	Fernand Abel	\N	\N	actor	tt0253539,tt0253237,tt0064378,tt0258033
nm0008447	Gene Abel	\N	\N	art_director,production_designer,producer	tt0176357,tt0098375,tt0086814,tt0099458
nm0008448	Gregory Abel	\N	\N	miscellaneous	tt0190138,tt0117093
nm0008449	Gustav Abel	1902	1963	production_designer,art_director	tt0041680,tt0043528,tt0033449,tt0031782
nm0008451	Heinz Abel	\N	\N	production_manager,producer,assistant_director	tt0050148,tt0031763,tt0049876,tt0041330
nm0008452	Ilse Abel	1909	1959	actress	tt0032919,tt0028439,tt0131489,tt0027612
nm0008453	Inga Abel	1946	2000	actress	tt0108985,tt1784510,tt0088554,tt0112207
nm0008454	Ingo Abel	1966	\N	actor	tt0111959,tt0092389,tt0108979,tt0115088
nm0008455	Irene Abel	\N	\N	editorial_department,editor	tt3110288,tt1711789,tt0108985,tt0149431
nm0008456	Jean-Luc Abel	\N	\N	actor	tt0104658,tt0105750,tt0344604,tt0487504
nm0008457	Jeanne Abel	\N	\N	director,writer,producer	tt0125263,tt0170980,tt0159434,tt0437780
nm0008458	Jim Abel	\N	\N	cinematographer,camera_department,writer	tt0773771,tt0318220,tt4074196,tt0160410
nm0008459	Joel Abel	\N	\N	actor	tt0106486,tt0102129,tt0109161
nm0008460	Jonathan Abel	\N	\N	actor,cinematographer	tt0094676,tt0107003
nm0008461	Joseph Patrick Abel	1980	\N	actor	tt0165859
nm0008462	José Abel	\N	\N	animation_department,director,visual_effects	tt0084315,tt0084516,tt0082509,tt0096787
nm0008463	Larry Abel	\N	\N	music_department,producer	tt0118617,tt0111100,tt4723666,tt0114047
nm0008464	Lloyd Abel	\N	\N	miscellaneous,camera_department,stunts	tt0441613,tt0092099
nm0008465	Lee Abell	\N	\N	actress	tt0053658,tt0056015,tt0186864,tt0187420
nm0008466	Lewis Abel	\N	\N	producer,production_manager,writer	tt0320000,tt3566726,tt0433309,tt2217759
nm0008467	Liane Abel Dietz	\N	\N	producer,production_manager,miscellaneous	tt2140373,tt0130623,tt0119282,tt0093873
nm0008468	Luisa Abel	\N	\N	make_up_department	tt1440345,tt1375666,tt0816692,tt0164052
nm0008469	Maria Abel	\N	\N	actress,casting_director	tt0257930,tt0321926,tt2342355
nm0008470	Marie-Jeanne Abel	\N	\N	make_up_department,actress	tt0110126,tt0349738,tt0303863,tt0234663
nm0008471	Marion Abel	\N	\N	miscellaneous	tt0184163,tt0185083,tt0163490,tt0861806
nm0008472	Mark Abel	\N	\N	camera_department	tt0102757
nm0008473	Mark Abel	\N	\N	actor	tt0075920
nm0008474	Mark Abel	\N	\N	editorial_department	tt0144574,tt0116727
nm0008475	Maurice Abel	\N	\N	camera_department,miscellaneous	tt0066721,tt1674225,tt0165592,tt0075512
nm0008476	Michael Abel	\N	\N	sound_department,miscellaneous	tt0271708,tt0218080,tt0123034,tt0159797
nm0008477	Michelle Abel	\N	\N	actress,assistant_director,casting_department	tt2976160,tt0372370,tt0144715
nm0008478	Mike Abel	\N	\N	actor,sound_department,miscellaneous	tt0118051,tt0918538,tt1808544
nm0008479	Milton Abel	1928	2006	actor	tt10090392,tt10011138,tt0100200
nm0008480	Mohammed Abel	\N	\N	actor	tt0199850
nm0008481	Abel Monem	\N	\N	producer,production_manager,miscellaneous	tt4930012,tt2241075,tt0306734,tt2205579
nm0008482	Morten Abel	1962	\N	soundtrack,actor,composer	tt0338466,tt0417909,tt1333125,tt0107121
nm0008483	Nathan Abel	\N	\N	camera_department,editor,editorial_department	tt0117773,tt0156788,tt0120523,tt0117958
nm0008484	Rob Abel	\N	\N		\N
nm0008485	Robert Abel	1937	2001	director,producer,writer	tt0068537,tt0084827,tt0193513,tt6677042
nm0008486	Robert Abel	1912	1987	writer	tt0043170,tt0041962,tt0052611,tt0044445
nm0008488	Rudolf Abel	\N	\N	actor	tt0090749,tt0089993
nm0008489	Rudolph E. Abel	1902	1974	producer,production_manager,director	tt0031320,tt0040920,tt0037693,tt0038683
nm0008490	Steffi Abel	\N	\N	miscellaneous	tt0116692
nm0008491	Tetyana Abel	\N	\N		tt0261180
nm0008492	Thierry Abel	\N	\N	producer	tt0103646
nm0008493	Tommy Abel	\N	\N	actor	tt0080736
nm0008494	Ursula Abel	1915	1951	actress	tt0032227
nm0008495	Victor Abel	1892	\N	writer,producer	tt0451916,tt0461575,tt0461535,tt0461568
nm0008496	Walter Abel	1898	1987	actor,soundtrack	tt0034862,tt0038279,tt0033722,tt0027652
nm0008497	Willi Abel	\N	\N	actor	tt0067904
nm0008498	Gay Abel-Bey	\N	\N	producer,actress,miscellaneous	tt0086977,tt0115775,tt5840962,tt0191146
nm0008499	Alexander Abela	1965	\N	writer,director,cinematographer	tt0376205,tt2077908,tt2974818,tt0276313
nm0008500	Emanuel Abela	\N	\N	actor	tt0086476
nm0008501	Joe Abela	\N	\N	actor	tt0086476
nm0008502	Martina Abela	\N	\N	actress	tt0117815
nm0008503	Mr. Abela	\N	\N	actor	tt0170407
nm0008504	Pierre Abela	\N	\N	assistant_director,actor	tt0098220,tt0186730,tt0083252,tt0126830
nm0008505	François Abelanet	\N	\N	production_designer	tt0168740,tt0253612,tt0365190,tt0234041
nm0008506	Lionel Abelanski	1964	\N	actor,director	tt2102355,tt0170705,tt2870756,tt0783233
nm0008507	Michael Abelar	\N	\N	actor	tt0086822,tt0078681,tt0112744,tt0081859
nm0008508	Sylvain Abelard	\N	\N	actor	tt0260252
nm0008509	Allan Abelardo	\N	\N	animation_department,art_department	tt0119273,tt7784624,tt1380835,tt0124949
nm0008510	María Abelardo	\N	\N	assistant_director,script_department,miscellaneous	tt0069509,tt0066830,tt0069783,tt0891463
nm0008511	Richard Abelardo	\N	\N	director,special_effects,visual_effects	tt1762250,tt0764746,tt5067296,tt0360737
nm0008512	Gert Abelbeck	\N	\N	director,writer	tt0163769,tt1591048,tt1590952
nm0008513	Ed Abele	\N	\N	sound_department	tt0080661,tt0074901,tt0075679,tt0071130
nm0008514	Jim Abele	1960	\N	actor	tt0162065,tt1578873,tt0285331,tt0145734
nm0008515	Joe Abele	\N	\N	miscellaneous,visual_effects,art_department	tt1524905,tt0120241,tt0151121,tt0120684
nm0008516	María Abelenda	\N	\N	actress	tt0043656,tt0052833,tt0455283,tt0044587
nm0008517	Lito Abelera	\N	\N	actor	tt0209577,tt0209610,tt0205635
nm0008518	Edward Abeles	1869	1919	actor	tt0009205,tt0004866,tt0004514,tt0003698
nm0008519	Fredric Abeles	\N	\N	camera_department,director,cinematographer	tt0097366,tt1113794,tt0083336,tt0080837
nm0008520	Jordan Abeles	\N	\N	actor	tt0090053
nm0008521	Joshua Abeles	\N	\N	miscellaneous	tt0094921,tt0098635
nm0008522	Mike Abeles	\N	\N	sound_department	tt0106768
nm0008523	Nicolás Abeles	\N	\N	actor	tt0124312,tt0222480,tt0227883,tt2449716
nm0008524	Scott Abeles	\N	\N	miscellaneous	tt0158274,tt0114639
nm0008525	Susan Abeles	\N	\N		tt0159847
nm0008526	Alan Abelew	1947	\N	actor,producer,miscellaneous	tt0071008,tt0118276,tt0116126,tt0082213
nm0008527	Sheryl Abelew	\N	\N	make_up_department,miscellaneous	tt0084749,tt0081421
nm0008528	Azinhal Abelho	1916	\N	director,writer	tt0161604,tt0129306,tt0128920
nm0008529	Maria João Abelho	\N	\N	miscellaneous	tt0112380,tt0101739,tt3797766
nm0008530	Raymond Ferris Abelin	\N	\N	editor	tt0108038
nm0008531	Dino Abelino	\N	\N	actor	tt0069214
nm0008532	Antonine Abelishvili	\N	\N	actress	tt0261935
nm0008533	Alistair Abell	\N	\N	actor,casting_department,producer	tt0329101,tt1700841,tt0368578,tt0214341
nm0008534	Anna-Marie Abell	\N	\N	actress	tt0210815
nm0008535	G. Roger Abell	\N	\N	art_department	tt0325980,tt0119488,tt0102059,tt0108238
nm0008536	Keith Abell	\N	\N	producer	tt0203230,tt0120680,tt0239509,tt0151582
nm0008537	Kevin Abell	\N	\N	actor	tt0068413
nm0008538	Kjeld Abell	1901	1961	writer	tt0125526,tt0126635,tt0136993,tt0123173
nm0008539	Kristian Abell	\N	\N	sound_department	tt0115243,tt0120860,tt0143874,tt0215392
nm0008541	Roslyn Abell	\N	\N	costume_department	tt0163154
nm0008542	Tammy Abell	\N	\N	costume_department,actress,miscellaneous	tt0415278,tt0270346,tt1527727,tt0267678
nm0008543	Tim Abell	1958	\N	actor,miscellaneous,producer	tt5344794,tt0277434,tt0458485,tt7945098
nm0008544	Jami Abell	\N	\N	miscellaneous,production_manager	tt0097815,tt0098188,tt0094964,tt0097276
nm0008545	Aljin Abella	1985	\N	actor	tt1530541,tt0108709,tt1121628,tt0329814
nm0008546	Daniel Abella	\N	\N	actor	tt0242750
nm0008547	Grazio Abella	\N	\N	production_manager,producer,miscellaneous	tt0429378,tt0113133,tt2238827,tt0103566
nm0008548	Helena Dalli	\N	\N	actress	tt0087258
nm0008549	Rafael Abella	1917	2008		tt1824677,tt0497688,tt1847854,tt1151438
nm0008550	Rafael Jorge Abella	\N	\N	director	tt0277979
nm0008551	Raúl Abella	\N	\N	actor	tt0279501
nm0008552	Ricardo Abella	\N	\N	writer	tt0074892
nm0008553	Bernard Abellada	\N	\N	casting_director,miscellaneous,producer	tt0289421,tt0257568,tt0421729,tt0364616
nm0008554	Alejandro Abellan	1965	\N	actor,miscellaneous	tt0120657,tt0308208,tt0375785,tt0304669
nm0008555	Elsa Abellana	\N	\N	editorial_department,editor	tt2185399,tt0478690,tt0111327,tt0093137
nm0008556	Rey 'PJ' Abellana	\N	\N	actor	tt0273080,tt0347750,tt0345773,tt0346179
nm0008557	Dominique Abellard	\N	\N	actor	tt0184115
nm0008558	Connie Abellera	\N	\N	editorial_department	tt0085112,tt0088939
nm0008559	Kristina Abelli Elander	\N	\N	costume_designer,special_effects,art_department	tt0104388,tt0889200
nm0008560	Bissa Abelli	1947	\N	actress	tt0077899,tt0080419,tt0090637
nm0008561	Bror Abelli	1880	1962	actor,director,writer	tt0014162,tt0014070,tt0036030,tt0015100
nm0008562	Ingri Abelli	1909	1984	actress	tt0014162
nm0008563	Caron Abellira	\N	\N	actress	tt0094637
nm0008564	Jacques Abellira	\N	\N	actor	tt0124854,tt0385147
nm0008565	Remi Abellira	1957	\N	actor	tt0080240,tt0075483,tt0124854,tt0062568
nm0008566	Amado Abello	\N	\N	actor	tt0060098
nm0008567	Ana Maria Abello	\N	\N	actress	tt0344744,tt6216702,tt1050232,tt0237589
nm0008568	Jarrett Abello	\N	\N	actor	tt0120510
nm0008569	Jorge Abello	\N	\N	editor	tt0178266,tt0092761,tt1279326,tt0102025
nm0008570	Jorge Enrique Abello	1968	\N	actor	tt1543294,tt0224945,tt0233127,tt0932774
nm0008571	Luigi Abello	\N	\N	actor	tt0084838
nm0008572	Maribel Abello	\N	\N	actress	tt0797094,tt0398457,tt0356249,tt1841055
nm0008573	María José Abello	\N	\N		\N
nm0008574	William Abello	1959	\N	production_designer,art_department,art_director	tt1642194,tt2338005,tt0110907,tt0096163
nm0008575	Yoel Abells	\N	\N	miscellaneous	tt0164110
nm0008576	Ketty Abelly	\N	\N	actress	tt0035302
nm0008577	Antonio Abellán	\N	\N	writer,director	tt0154351,tt0447779
nm0008578	Ismael Abellán	1948	2008	actor	tt0101287,tt0079518,tt0093758,tt0089933
nm0008579	Stephanie Abelman	\N	\N	script_department,miscellaneous	tt0114321,tt0103003,tt0101198,tt0110992
nm0008580	Joe Abeln	\N	\N	location_management,camera_department,miscellaneous	tt0083767,tt0082622,tt0116778,tt0100827
nm0008581	Darryll Abels	\N	\N	actor	tt0109529
nm0008582	Gregory Abels	1941	\N	actor	tt0073952,tt0076567,tt0063967,tt0072559
nm0008583	Lauren Abels	\N	\N	actress	tt0109514,tt0107659,tt0114938,tt0114016
nm0008584	Michael Abelski	\N	\N	actor	tt0105826
nm0008585	Ben Abelsma	\N	\N	art_department,transportation_department	tt0097650,tt0104568
nm0008586	Arthur Abelson	1942	\N	actor,miscellaneous	tt0060034,tt0065314,tt0075836,tt0092222
nm0008587	Artie Abelson	\N	\N	casting_department	tt0104516,tt0106906,tt0116658
nm0008588	Ethel Abelson	\N	\N	music_department	tt0116242,tt0102175
nm0008589	Gabe Abelson	\N	\N	writer,producer	tt0373577,tt1478984,tt0106053,tt1133691
nm0008591	Pepijn Aben	\N	\N	sound_department	tt0120884,tt0945532,tt1100908,tt3471980
nm0008592	Lisa Abend	\N	\N	actress	tt0361897,tt0169376
nm0008593	Sheldon Abend	1929	2003	producer,actor	tt0218922,tt0081753,tt0096953,tt0166322
nm0008595	Al Abendano	\N	\N	art_department,miscellaneous	tt0109125,tt0110733,tt0097954,tt0103804
nm0008596	Michael Abene	1942	\N	music_department,composer,soundtrack	tt0097322,tt0089217,tt0165464,tt0077141
nm0008597	Peter Abenheim	\N	\N	actor,writer	tt0046629,tt0183884
nm0008598	Ted Abenheim	\N	\N	producer,miscellaneous,editor	tt0790464,tt0473188,tt0330242,tt0218107
nm0008599	Maurizio Abeni	\N	\N	music_department,composer,soundtrack	tt0387575,tt0795441,tt0338325,tt0095354
nm0008600	Charlotte Abenius	\N	\N	miscellaneous	tt0280223
nm0008601	Nathalie Abensour	\N	\N	cinematographer,camera_department	tt0282249,tt0109441,tt0457118,tt0252720
nm0008602	Brian Abent	\N	\N	actor	tt0091020
nm0008603	Angela Aber	\N	\N	actress	tt0076052
nm0008604	Billy Aber	\N	\N	actor	tt0235502,tt0016676
nm0008605	Christopher Aber	1959	\N	miscellaneous,actor,stunts	tt1204342,tt1661382,tt0942385,tt0120595
nm0008606	Chuck Aber	1945	\N	actor,soundtrack	tt0062588,tt0815236,tt0102926,tt0083767
nm0008607	Jean-Vincent Aber	\N	\N	composer	tt0249786
nm0008608	Jeannine Aber	\N	\N	actress	tt2117998,tt0069811
nm0008609	Johnny Aber	1916	1999	actor	tt0234787,tt0234751,tt0019716,tt0235076
nm0008610	Lynn A. Aber	1937	\N	miscellaneous,script_department,actor	tt0064231,tt0080437,tt0080736,tt0082213
nm0008611	Michael Stuart	1915	2004	actor	tt0022753,tt0019958,tt0024656,tt0022261
nm0008612	Fontxo Aberasturi	\N	\N	actor	tt0107116
nm0008613	Andrés Aberasturi	1948	\N	director,actor,writer	tt0243842,tt0163055,tt0454047,tt0098794
nm0008614	J. Abercomie	\N	\N	actor	tt0029944,tt0165392
nm0008615	Duke of Abercorn	1934	\N		tt0211388
nm0008616	Brian Abercrombie	\N	\N	actor	tt0123206,tt0308887,tt0249378
nm0008617	Jabie Abercrombe	\N	\N	actress	tt0091055,tt0124565
nm0008618	Jo Abercrombie	\N	\N	actress	tt0107653,tt0084987,tt0297625,tt0400036
nm0008619	Kevin Abercrombie	\N	\N	stunts,actor,miscellaneous	tt0181689,tt1502712,tt0133152,tt0449088
nm0008620	Lucy Abercrombie	\N	\N	casting_director,casting_department	tt0097891,tt0084987,tt0094525
nm0008621	Tyla Abercrumbie	\N	\N	actress	tt6294706,tt6059726,tt2314792,tt4655480
nm0008622	Robert Aberdeen	1962	\N	actor,camera_department,stunts	tt3276924,tt1327773,tt2600742,tt0426931
nm0008623	Keith Aberdein	1943	\N	writer,producer,actor	tt0285393,tt7608376,tt0086587,tt0110311
nm0008624	Chris Aberdien	\N	\N	stunts,miscellaneous	tt0119095,tt0246460
nm0008625	Flávia Aberg Cobo	\N	\N	actress	tt0117684,tt0096325
nm0008626	Myra Aberg	\N	\N	actress	tt0204850
nm0008627	Sally Aberg	\N	\N	sound_department	tt0094869
nm0008628	Siv Marta Aberg	\N	\N	actor	tt0059298
nm0008629	Sivi Aberg	1944	\N	actress	tt0061277,tt0072260,tt0059968,tt0058816
nm0008630	Ariel Aberg-Riger	\N	\N	actress	tt0089905
nm0008631	Avital Abergel	1977	\N	actress	tt0206456,tt0484339,tt0846758,tt0206517
nm0008632	Odile Abergel	\N	\N	assistant_director,director,actress	tt0181978,tt0120471,tt1045894,tt0437525
nm0008633	Laurence Aberhart	\N	\N	camera_department	tt0095709
nm0008634	William Aberhart	1878	1943	writer	tt1662642
nm0008635	Calvin Aberle	\N	\N	sound_department	tt0087837,tt0089217,tt0088454,tt0087134
nm0008636	Douglas Aberle	\N	\N	actor,animation_department,director	tt0356242,tt0233575,tt0166399,tt0113087
nm0008637	Elke Aberle	1950	\N	actress	tt0058284,tt0311508,tt0067971,tt1669580
nm0008638	Erich Aberle	1922	2002	actor	tt1611187,tt0075430,tt0064662,tt0364161
nm0008639	Matthias Aberle	\N	\N	director,editor,camera_department	tt4005652,tt1556202,tt7024764,tt3206482
nm0008640	Betty Aberlin	1942	\N	actress,soundtrack	tt0873886,tt0120655,tt0062588,tt0300051
nm0008641	Viola Aberlé	1935	\N	actress	tt0046237,tt0165791,tt0083922
nm0008642	Hugo Aberman	\N	\N	actor	tt0106616,tt0098732,tt0097302
nm0008643	Larry Aberman	\N	\N	actor	tt0074379
nm0008644	Dave Abernatha	\N	\N	camera_department	tt0138353,tt0283901
nm0008645	Abby Abernathy	\N	\N	actress	tt0108181,tt0127034,tt0176579
nm0008646	Ann Abernathy	\N	\N	actress	tt0115225,tt0094572,tt0086827
nm0008647	Christine Abernathy	\N	\N	assistant_director	tt0110518
nm0008648	Craig Abernathy	\N	\N	actor	tt0076064
nm0008649	Dan Abernathy	\N	\N	music_department,sound_department	tt2961330,tt0475239,tt0114814
nm0008650	Don Abernathy	\N	\N	sound_department,actor,camera_department	tt0499549,tt0243441,tt0413573,tt0416263
nm0008651	Donzaleigh Abernathy	1957	\N	actress,location_management,casting_department	tt0161233,tt1632701,tt1928330,tt1520211
nm0008652	Dwayne Abernathy	\N	\N	miscellaneous	tt0199290,tt0160916,tt0118771,tt0116126
nm0008653	Judy Abernathy	\N	\N	actress	tt0128707
nm0008654	Karen Abernathy	\N	\N	actress	tt0102984,tt1898066
nm0008655	Kwame L. Abernathy	\N	\N	miscellaneous,art_department,location_management	tt0110006,tt1489660,tt0191133,tt0096402
nm0008656	Lewis Abernathy	\N	\N	actor,writer,special_effects	tt0322008,tt0120338,tt0097179,tt0092006
nm0008657	Louisa Abernathy	1949	\N	actress	tt0340281,tt0335245,tt1551632,tt0278435
nm0008658	Master Abernathy	\N	\N	actor	tt0004743
nm0008659	Ralph Abernathy	1926	1990		tt0199257,tt6654366,tt0254418,tt0092999
nm0008660	Ric Abernathy	\N	\N	actor,miscellaneous	tt0094021
nm0008661	Tom Abernathy	1968	\N	writer,actor,producer	tt0433547,tt1723639,tt3451374,tt2350892
nm0008662	Jane Abernethy	\N	\N		\N
nm0008663	Kirsti Abernethy	\N	\N	camera_department,cinematographer	tt0906734,tt1858481,tt4190530,tt0460740
nm0008664	Lesley Abernethy	\N	\N	costume_designer,costume_department	tt0342258,tt0289635,tt0377752,tt7531138
nm0008665	Rosslyn Abernethy	\N	\N	production_manager,miscellaneous,actress	tt0881320,tt0111301,tt0093988,tt0106950
nm0008666	Tom Abernethy	1954	\N	actor	tt0080928
nm0008667	Seth C. Abero	\N	\N	actor	tt0250135
nm0008668	Tiruwork Aberra	\N	\N	editor	tt0104038
nm0008669	Hilton Aberrian	\N	\N	actor	tt0259450
nm0008670	Arline Abers	\N	\N	actress	\N
nm0008671	Mimi Abers	\N	\N	visual_effects	tt0418279,tt0113277,tt0114069,tt0116253
nm0008672	William Abers	1973	\N	soundtrack,actor,composer	tt0391304,tt0315733,tt0151738,tt0120757
nm0008673	Helen Aberson	1907	1999	writer	tt7698712,tt3861390,tt0046593
nm0008674	Michael Abert	\N	\N	camera_department	tt0117408,tt0094182,tt0104809
nm0008675	Richard Abert	\N	\N	actor	tt0030093
nm0008676	Allison Aberuathy	\N	\N	actress	tt0097364
nm0008677	Lawrence J. Aberwood	\N	\N	actor	tt0057480,tt0061408,tt0054604,tt0054035
nm0008678	G. Abesadze	\N	\N	actor,editor	tt0089957,tt0143637
nm0008679	Kapiton Abesadze	\N	\N	actor	tt0261634,tt0269426,tt0265682,tt0274425
nm0008680	Mikhail Abesadze	\N	\N	actor,assistant_director	tt0268709,tt0262085,tt0324395,tt0249816
nm0008681	Otar Abesadze	1934	1980	director,writer	tt0274645,tt0275255,tt0275917,tt0281840
nm0008682	Erwin Abesamis	\N	\N	production_manager,assistant_director	tt0409808,tt0220354,tt0415728
nm0008683	Adam Abeshouse	\N	\N	sound_department,actor	tt5869362,tt0159876,tt0080716
nm0008684	Antonio Abete	\N	\N	actor	tt7705406,tt0446414,tt0363861,tt1814750
nm0008685	Clemente Abete	\N	\N	actor	tt0120857
nm0008687	Gisèle Abetissian	\N	\N	actress	tt0069443
nm0008688	Dennis Abey	\N	\N	director,producer,miscellaneous	tt0073447,tt0452558,tt0296886,tt0290204
nm0008689	Trelicia Gunawardena	\N	\N	actress	tt0084190,tt0069000,tt0863119,tt0080409
nm0008690	Damitha Abeyratne	\N	\N	actress,music_department	tt7920028,tt7687332,tt2456330,tt0381630
nm0008691	Kurunaratne Abeysekera	\N	\N	writer,music_department	tt9632182,tt9632068,tt1023443,tt0173277
nm0008692	Tissa Abeysekera	\N	2009	writer,director,actor	tt0375189,tt2339742,tt1244170,tt7619844
nm0008693	Wasantha Obesekara	1937	2017	writer,director	tt7906312,tt8002628,tt1244103,tt7799326
nm0008694	Sarath Abeysena	\N	\N	producer	tt0143222
nm0008695	Antonio Abeyta	\N	\N	actor	tt0083041
nm0008696	Bill Abeyta	\N	\N	camera_department	tt0081760
nm0008697	George M. Abeyta	\N	\N	art_department	tt0109226,tt0113158,tt0113729
nm0008698	John Christopher Abeyta	\N	\N	actor	tt0092559
nm0008699	Paul Abeyta	\N	\N	writer,producer,miscellaneous	tt0112097,tt0364843,tt1187900,tt1270481
nm0008700	Robert Abeyta	\N	\N	music_department	tt5126884,tt5153902,tt0112575,tt5102426
nm0008701	Belle Abeytia	\N	\N	actress	tt0066917
nm0008702	Denzil P. Abeywardena	\N	\N	casting_department,director,assistant_director	tt7867726,tt0110373,tt0274498,tt0107755
